"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.0430713648230601,0.0204081632653061,0,0,0,0,0,0.0344827586206897,0.05,0.0588235294117647,0.0714285714285714,0.118322014714207,0.169014084507042,0.311475409836066
