"","Jaccard"
"1",0.171875
"2",0.364406779661017
"3",0.351851851851852
"4",0.231707317073171
"5",0.252525252525253
"6",0.287128712871287
"7",0.303571428571429
"8",0.185714285714286
"9",0.361344537815126
"10",0.333333333333333
"11",0.326732673267327
"12",0.336134453781513
"13",0.349593495934959
"14",0.362204724409449
"15",0.25
"16",0.377049180327869
"17",0.321100917431193
"18",0.416666666666667
"19",0.336363636363636
"20",0.370689655172414
"21",0.177215189873418
"22",0.371900826446281
"23",0.362204724409449
"24",0
"25",0.25
"26",0
"27",0.329113924050633
"28",0.246913580246914
"29",0.078125
"30",0.354545454545455
"31",0.189189189189189
"32",0.219512195121951
"33",0.189189189189189
"34",0.129032258064516
"35",0.324074074074074
"36",0.243243243243243
"37",0.25
"38",0.298850574712644
"39",0.126984126984127
"40",0.282352941176471
"41",0.36231884057971
"42",0.194444444444444
"43",0.150684931506849
"44",0.222222222222222
"45",0.215189873417722
"46",0.2
"47",0.08
"48",0.142857142857143
"49",0.189873417721519
"50",0.27027027027027
"51",0.133333333333333
"52",0.135593220338983
"53",0.181818181818182
"54",0.362068965517241
"55",0.292682926829268
"56",0.0833333333333333
"57",0.0754716981132075
"58",0.258064516129032
"59",0.087719298245614
"60",0.123076923076923
"61",0.126984126984127
"62",0.0847457627118644
"63",0.229885057471264
"64",0.078125
"65",0.0701754385964912
"66",0.354838709677419
"67",0.144927536231884
"68",0.0576923076923077
"69",0.1
"70",0.239130434782609
"71",0.32
"72",0.175675675675676
"73",0.0169491525423729
"74",0.116666666666667
"75",0.103448275862069
"76",0.0784313725490196
"77",0.0961538461538462
"78",0.0833333333333333
"79",0
"80",0.109090909090909
"81",0.0806451612903226
"82",0.144927536231884
"83",0.111111111111111
"84",0.135593220338983
"85",0.164179104477612
"86",0.164179104477612
"87",0.213114754098361
"88",0.292307692307692
"89",0.229508196721311
"90",0.0344827586206897
"91",0.0588235294117647
"92",0.0535714285714286
"93",0.153846153846154
"94",0.0909090909090909
"95",0.142857142857143
"96",0.0967741935483871
"97",0.107142857142857
"98",0.196428571428571
"99",0.0714285714285714
"100",0.0689655172413793
"101",0.136986301369863
"102",0.0576923076923077
"103",0.210526315789474
"104",0.132352941176471
"105",0.0847457627118644
"106",0.121212121212121
"107",0.0350877192982456
"108",0.166666666666667
"109",0.0847457627118644
"110",0.02
"111",0.211764705882353
"112",0.171052631578947
"113",0.333333333333333
"114",0.0833333333333333
"115",0.0163934426229508
"116",0.12962962962963
"117",0.0526315789473684
"118",0.12280701754386
"119",0.05
"120",0.0491803278688525
"121",0.311688311688312
"122",0.101694915254237
"123",0.141025641025641
"124",0.101694915254237
"125",0.159420289855072
"126",0.189655172413793
"127",0.240506329113924
"128",0.183098591549296
"129",0.273972602739726
"130",0.0655737704918033
"131",0.135593220338983
"132",0.273684210526316
"133",0.0943396226415094
"134",0.109090909090909
"135",0.0416666666666667
"136",0.0377358490566038
"137",0.0847457627118644
"138",0.0392156862745098
"139",0.193548387096774
"140",0.163636363636364
"141",0.148148148148148
"142",0.0754716981132075
"143",0.0961538461538462
"144",0.115384615384615
"145",0.037037037037037
"146",0.0961538461538462
"147",0.0196078431372549
"148",0.0740740740740741
"149",0.0196078431372549
"150",0.148148148148148
"151",0.037037037037037
"152",0.0847457627118644
"153",0.0208333333333333
"154",0.0612244897959184
"155",0.0526315789473684
"156",0.114754098360656
"157",0.0566037735849057
"158",0
"159",0
"160",0.262295081967213
"161",0.0192307692307692
"162",0.104166666666667
"163",0.08
"164",0.0925925925925926
"165",0.0833333333333333
"166",0.0384615384615385
"167",0.0545454545454545
"168",0.0555555555555556
"169",0
"170",0.0204081632653061
"171",0.02
"172",0.0925925925925926
"173",0.0563380281690141
"174",0.06
"175",0.0588235294117647
"176",0.0416666666666667
"177",0.0416666666666667
"178",0.0925925925925926
"179",0.0392156862745098
"180",0.0192307692307692
"181",0.0416666666666667
"182",0.0425531914893617
"183",0.0588235294117647
"184",0
"185",0
"186",0.0208333333333333
"187",0
"188",0.0192307692307692
"189",0
"190",0.127272727272727
"191",0.02
"192",0
"193",0
"194",0.0350877192982456
"195",0.03
"196",0.0545454545454545
"197",0.0384615384615385
"198",0.0357142857142857
"199",0.0198019801980198
"200",0
"201",0.0347826086956522
"202",0.0330578512396694
"203",0.0340909090909091
"204",0.0265486725663717
"205",0.025
"206",0.0317460317460317
"207",0.0444444444444444
"208",0.0330578512396694
"209",0.0412371134020619
"210",0.0280373831775701
"211",0.0196078431372549
"212",0.0357142857142857
"213",0.0638297872340425
"214",0.0336134453781513
"215",0.0317460317460317
"216",0
"217",0.024390243902439
"218",0
"219",0.0333333333333333
"220",0.0175438596491228
"221",0
"222",0.00952380952380952
"223",0.0227272727272727
"224",0.0178571428571429
"225",0.0227272727272727
"226",0
"227",0.0309278350515464
"228",0.0208333333333333
"229",0.024390243902439
"230",0.0294117647058824
"231",0.037037037037037
"232",0.0153846153846154
"233",0
"234",0.0238095238095238
"235",0
"236",0.012987012987013
"237",0.0192307692307692
"238",0
"239",0
"240",0.0465116279069767
"241",0
"242",0.02
"243",0.05
"244",0.0909090909090909
"245",0.0606060606060606
"246",0.0267857142857143
"247",0.0161290322580645
"248",0
"249",0
"250",0
"251",0.0555555555555556
"252",0
"253",0.037037037037037
"254",0
"255",0.0158730158730159
"256",0.04
"257",0
"258",0.0246913580246914
"259",0
"260",0
"261",0.0454545454545455
"262",0.0142857142857143
"263",0.0229885057471264
"264",0.1
"265",0.0625
"266",0.0434782608695652
"267",0
"268",0.0909090909090909
"269",0.0769230769230769
"270",0
"271",0.111111111111111
"272",0.0588235294117647
"273",0.0434782608695652
"274",0
"275",0
"276",0.0434782608695652
"277",0
"278",0.09375
"279",0
"280",0
"281",0
"282",0.214285714285714
"283",0
"284",0
"285",0
"286",0.0625
