"","Jaccard"
"1",0.153846153846154
"2",0.352941176470588
"3",0.377358490566038
"4",0.246913580246914
"5",0.319148936170213
"6",0.25
"7",0.303571428571429
"8",0.185714285714286
"9",0.35
"10",0.354838709677419
"11",0.264150943396226
"12",0.394736842105263
"13",0.371900826446281
"14",0.362204724409449
"15",0.2
"16",0.354838709677419
"17",0.358490566037736
"18",0.296610169491525
"19",0.373831775700935
"20",0.382608695652174
"21",0.256756756756757
"22",0.360655737704918
"23",0.362204724409449
"24",0
"25",0.231884057971014
"26",0.08
"27",0.25
"28",0.311688311688312
"29",0.189655172413793
"30",0.354545454545455
"31",0.23943661971831
"32",0.234567901234568
"33",0.173333333333333
"34",0.186440677966102
"35",0.336448598130841
"36",0.121951219512195
"37",0.26865671641791
"38",0.241758241758242
"39",0.163934426229508
"40",0.267441860465116
"41",0.220779220779221
"42",0.178082191780822
"43",0.2
"44",0.287234042553192
"45",0.297297297297297
"46",0.232876712328767
"47",0.08
"48",0.173333333333333
"49",0.205128205128205
"50",0.205128205128205
"51",0.197183098591549
"52",0.135593220338983
"53",0.181818181818182
"54",0.362068965517241
"55",0.27710843373494
"56",0.0655737704918033
"57",0.0754716981132075
"58",0.258064516129032
"59",0.0508474576271186
"60",0.158730158730159
"61",0.126984126984127
"62",0.0847457627118644
"63",0.244186046511628
"64",0.131147540983607
"65",0.109090909090909
"66",0.235294117647059
"67",0.144927536231884
"68",0.0784313725490196
"69",0.1
"70",0.239130434782609
"71",0.306930693069307
"72",0.16
"73",0.0714285714285714
"74",0.135593220338983
"75",0.12280701754386
"76",0.0185185185185185
"77",0.0961538461538462
"78",0.101694915254237
"79",0.0816326530612245
"80",0.12962962962963
"81",0.135593220338983
"82",0.17910447761194
"83",0.111111111111111
"84",0.175438596491228
"85",0.147058823529412
"86",0.181818181818182
"87",0.104477611940299
"88",0.253731343283582
"89",0.102941176470588
"90",0.132075471698113
"91",0.08
"92",0.0925925925925926
"93",0.153846153846154
"94",0.0714285714285714
"95",0.0491803278688525
"96",0.172413793103448
"97",0.127272727272727
"98",0.135593220338983
"99",0.0714285714285714
"100",0.087719298245614
"101",0.257575757575758
"102",0.0784313725490196
"103",0.210526315789474
"104",0.184615384615385
"105",0.103448275862069
"106",0.138461538461538
"107",0.0727272727272727
"108",0.09375
"109",0.12280701754386
"110",0.0625
"111",0.355263157894737
"112",0.171052631578947
"113",0.320754716981132
"114",0.2
"115",0.087719298245614
"116",0.12962962962963
"117",0.0526315789473684
"118",0.12280701754386
"119",0.0677966101694915
"120",0.12280701754386
"121",0.216867469879518
"122",0.181818181818182
"123",0.236111111111111
"124",0.101694915254237
"125",0.194029850746269
"126",0.169491525423729
"127",0.180722891566265
"128",0.217391304347826
"129",0.24
"130",0.160714285714286
"131",0.0983606557377049
"132",0.260416666666667
"133",0.0943396226415094
"134",0.109090909090909
"135",0
"136",0.1
"137",0.0847457627118644
"138",0.0392156862745098
"139",0.298245614035088
"140",0.0666666666666667
"141",0.0333333333333333
"142",0.117647058823529
"143",0.0754716981132075
"144",0.115384615384615
"145",0.0769230769230769
"146",0.0961538461538462
"147",0.0612244897959184
"148",0.0545454545454545
"149",0.04
"150",0.087719298245614
"151",0.037037037037037
"152",0.103448275862069
"153",0.0208333333333333
"154",0.04
"155",0.0714285714285714
"156",0.0461538461538462
"157",0.0181818181818182
"158",0.0384615384615385
"159",0
"160",0.166666666666667
"161",0.0392156862745098
"162",0.0192307692307692
"163",0.0588235294117647
"164",0.0727272727272727
"165",0.120689655172414
"166",0.0588235294117647
"167",0.0740740740740741
"168",0.0754716981132075
"169",0.0212765957446809
"170",0
"171",0.02
"172",0.0925925925925926
"173",0.136363636363636
"174",0.0816326530612245
"175",0.0384615384615385
"176",0.0204081632653061
"177",0.0204081632653061
"178",0.0727272727272727
"179",0.0192307692307692
"180",0.0192307692307692
"181",0
"182",0
"183",0.08
"184",0
"185",0.0204081632653061
"186",0.0208333333333333
"187",0.0212765957446809
"188",0.0392156862745098
"189",0.0212765957446809
"190",0.0689655172413793
"191",0.02
"192",0.0204081632653061
"193",0.0666666666666667
"194",0.0260869565217391
"195",0.03
"196",0.0357142857142857
"197",0.051948051948052
"198",0.0357142857142857
"199",0.0198019801980198
"200",0
"201",0.0258620689655172
"202",0.0330578512396694
"203",0.0340909090909091
"204",0.0265486725663717
"205",0.025
"206",0.0317460317460317
"207",0
"208",0.0245901639344262
"209",0.0412371134020619
"210",0.0377358490566038
"211",0.0297029702970297
"212",0.0265486725663717
"213",0.0638297872340425
"214",0.0336134453781513
"215",0.0317460317460317
"216",0
"217",0.024390243902439
"218",0
"219",0.0508474576271186
"220",0.0175438596491228
"221",0
"222",0.0192307692307692
"223",0
"224",0.0178571428571429
"225",0
"226",0
"227",0.0101010101010101
"228",0
"229",0.024390243902439
"230",0.0447761194029851
"231",0
"232",0.0476190476190476
"233",0.0408163265306122
"234",0.0238095238095238
"235",0
"236",0.012987012987013
"237",0.0192307692307692
"238",0.0444444444444444
"239",0
"240",0.0465116279069767
"241",0
"242",0.0408163265306122
"243",0.05
"244",0.0434782608695652
"245",0.0294117647058824
"246",0.0267857142857143
"247",0.0677966101694915
"248",0.1
"249",0
"250",0.0277777777777778
"251",0.0555555555555556
"252",0.0344827586206897
"253",0.037037037037037
"254",0
"255",0.0491803278688525
"256",0.0833333333333333
"257",0
"258",0.0375
"259",0
"260",0
"261",0.0952380952380952
"262",0.0289855072463768
"263",0.0229885057471264
"264",0.0232558139534884
"265",0
"266",0.0434782608695652
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0
"273",0
"274",0.0285714285714286
"275",0
"276",0
"277",0.0606060606060606
"278",0
"279",0.0333333333333333
"280",0.025
"281",0.032258064516129
"282",0
"283",0
"284",0.0666666666666667
"285",0.032258064516129
"286",0.0625
"287",0
"288",0
"289",0
"290",0.0434782608695652
"291",0
"292",0
"293",0.0256410256410256
"294",0.0909090909090909
"295",0
"296",0.0303030303030303
"297",0.05
"298",0.0333333333333333
"299",0
"300",0.08
"301",0.105263157894737
"302",0
"303",0.0344827586206897
"304",0
"305",0.043010752688172
"306",0.0294117647058824
"307",0.0555555555555556
"308",0.0588235294117647
"309",0
"310",0.05
"311",0.111111111111111
"312",0
"313",0.0357142857142857
"314",0
"315",0.0222222222222222
"316",0.0476190476190476
"317",0.0571428571428571
"318",0.04
"319",0
"320",0.0512820512820513
"321",0
"322",0.0476190476190476
"323",0
"324",0.0263157894736842
"325",0.0714285714285714
"326",0
"327",0
"328",0
"329",0.05
"330",0
"331",0.0333333333333333
"332",0.05
"333",0.0555555555555556
"334",0
"335",0
"336",0.0714285714285714
"337",0
"338",0
"339",0.125
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",0.0625
"348",0
"349",0
"350",0
"351",0
"352",0.0303030303030303
"353",0
"354",0
"355",0
"356",0
"357",0.0476190476190476
"358",0
"359",0
"360",0
"361",0
"362",0
"363",0
"364",0
"365",0.032258064516129
"366",0
"367",0
"368",0
"369",0
"370",0.0666666666666667
"371",0
"372",0
"373",0
"374",0
"375",0
"376",0
"377",0
"378",0
"379",0
"380",0
"381",0
"382",0
"383",0
"384",0
"385",0
"386",0.0260869565217391
"387",0.03
"388",0.0357142857142857
"389",0.0253164556962025
"390",0.0116279069767442
"391",0.03
"392",0.0256410256410256
"393",0.0347826086956522
"394",0.0330578512396694
"395",0.0224719101123595
"396",0.0357142857142857
"397",0.0336134453781513
"398",0.0317460317460317
"399",0
"400",0.0330578512396694
"401",0.0306122448979592
"402",0.0377358490566038
"403",0.04
"404",0.0357142857142857
"405",0.0204081632653061
"406",0.0336134453781513
"407",0.0236220472440945
"408",0
"409",0.024390243902439
"410",0
"411",0.0333333333333333
"412",0.0357142857142857
"413",0.04
"414",0.029126213592233
"415",0.0465116279069767
"416",0.0363636363636364
"417",0
"418",0
"419",0.0309278350515464
"420",0.0425531914893617
"421",0.024390243902439
"422",0.0294117647058824
"423",0
"424",0
"425",0.02
"426",0.102564102564103
"427",0.025
"428",0.0540540540540541
"429",0.0392156862745098
"430",0.0217391304347826
"431",0
"432",0.0465116279069767
"433",0.0408163265306122
"434",0.02
"435",0.024390243902439
"436",0
"437",0
"438",0.036036036036036
"439",0.05
"440",0
"441",0
"442",0.0277777777777778
"443",0.117647058823529
"444",0.111111111111111
"445",0
"446",0
"447",0.0158730158730159
"448",0.0833333333333333
"449",0.0588235294117647
"450",0.0246913580246914
"451",0.0588235294117647
"452",0.0909090909090909
"453",0.0454545454545455
"454",0.0441176470588235
"455",0.0348837209302326
"456",0.0476190476190476
"457",0.0625
"458",0.0434782608695652
"459",0
"460",0.0909090909090909
"461",0
"462",0
"463",0
"464",0.0588235294117647
"465",0.0909090909090909
"466",0.0588235294117647
"467",0
"468",0.0434782608695652
"469",0.0294117647058824
"470",0
"471",0.0333333333333333
"472",0.0512820512820513
"473",0.103448275862069
"474",0
"475",0.1
"476",0
"477",0.032258064516129
"478",0.0625
"479",0
"480",0.0869565217391304
"481",0
"482",0.0434782608695652
"483",0
"484",0
"485",0.0256410256410256
"486",0
"487",0.04
"488",0
"489",0.05
"490",0.0333333333333333
"491",0
"492",0.08
"493",0
"494",0
"495",0.0344827586206897
"496",0.0222222222222222
"497",0.0210526315789474
"498",0.0294117647058824
"499",0
"500",0
"501",0
"502",0.05
"503",0.0526315789473684
"504",0.05
"505",0.0175438596491228
"506",0
"507",0.0454545454545455
"508",0
"509",0.0571428571428571
"510",0.0833333333333333
"511",0.0185185185185185
"512",0.0789473684210526
"513",0
"514",0
"515",0.0434782608695652
"516",0.0263157894736842
"517",0
"518",0
"519",0.166666666666667
"520",0
"521",0.105263157894737
"522",0
"523",0
"524",0.05
"525",0.117647058823529
"526",0
"527",0
"528",0
"529",0.0833333333333333
"530",0
"531",0
"532",0.0714285714285714
"533",0.125
"534",0
"535",0.0833333333333333
"536",0.05
"537",0
"538",0
"539",0
"540",0
"541",0.0833333333333333
"542",0.1
"543",0
"544",0
"545",0
"546",0
"547",0
"548",0
"549",0.0476190476190476
"550",0
"551",0
"552",0
"553",0
"554",0.166666666666667
"555",0.333333333333333
"556",0.0666666666666667
"557",0.0666666666666667
"558",0
"559",0
"560",0
"561",0
"562",0
"563",0.111111111111111
"564",0
"565",0
"566",0
"567",0.1
"568",0
"569",0
"570",0
"571",0
"572",0
"573",0
"574",0
"575",0
"576",0
"577",0.149253731343284
"578",0.38135593220339
"579",0.345454545454545
"580",0.25609756097561
"581",0.354838709677419
"582",0.404255319148936
"583",0.357798165137615
"584",0.197183098591549
"585",0.389830508474576
"586",0.382113821138211
"587",0.307692307692308
"588",0.376068376068376
"589",0.388429752066116
"590",0.3671875
"591",0.226666666666667
"592",0.382113821138211
"593",0.315315315315315
"594",0.371681415929204
"595",0.31858407079646
"596",0.387931034482759
"597",0.283783783783784
"598",0.344
"599",0.377952755905512
"600",0.0408163265306122
"601",0.175675675675676
"602",0.0769230769230769
"603",0.38961038961039
"604",0.211764705882353
"605",0.0757575757575758
"606",0.324561403508772
"607",0.168831168831169
"608",0.186046511627907
"609",0.184210526315789
"610",0.125
"611",0.330275229357798
"612",0.253333333333333
"613",0.242857142857143
"614",0.277777777777778
"615",0.17741935483871
"616",0.290697674418605
"617",0.230769230769231
"618",0.189189189189189
"619",0.194444444444444
"620",0.308510638297872
"621",0.256410256410256
"622",0.164556962025316
"623",0.0181818181818182
"624",0.25
"625",0.215189873417722
"626",0.156626506024096
"627",0.191780821917808
"628",0.15
"629",0.142857142857143
"630",0.391304347826087
"631",0.301204819277108
"632",0.0983606557377049
"633",0.0925925925925926
"634",0.252631578947368
"635",0.12280701754386
"636",0.102941176470588
"637",0.0895522388059701
"638",0.11864406779661
"639",0.297619047619048
"640",0.203389830508475
"641",0.0677966101694915
"642",0.376344086021505
"643",0.157142857142857
"644",0.0555555555555556
"645",0.114754098360656
"646",0.333333333333333
"647",0.326732673267327
"648",0.289855072463768
"649",0.148148148148148
"650",0.189655172413793
"651",0.1
"652",0.0754716981132075
"653",0.0727272727272727
"654",0.0307692307692308
"655",0.0377358490566038
"656",0.105263157894737
"657",0.112903225806452
"658",0.208955223880597
"659",0.220338983050847
"660",0.189655172413793
"661",0.25
"662",0.126760563380282
"663",0.1875
"664",0.162162162162162
"665",0.1
"666",0.0689655172413793
"667",0.0566037735849057
"668",0.0517241379310345
"669",0.222222222222222
"670",0.127272727272727
"671",0.1
"672",0.129032258064516
"673",0.103448275862069
"674",0.0615384615384615
"675",0.107142857142857
"676",0.12280701754386
"677",0.180555555555556
"678",0.0754716981132075
"679",0.0757575757575758
"680",0.196969696969697
"681",0.1
"682",0.151515151515152
"683",0.0892857142857143
"684",0.125
"685",0.11864406779661
"686",0.0392156862745098
"687",0.296296296296296
"688",0.246575342465753
"689",0.339622641509434
"690",0.142857142857143
"691",0.103448275862069
