"","Jaccard"
"1",0.209677419354839
"2",0.352941176470588
"3",0.377358490566038
"4",0.216867469879518
"5",0.278350515463918
"6",0.354166666666667
"7",0.292035398230089
"8",0.202898550724638
"9",0.361344537815126
"10",0.344
"11",0.264150943396226
"12",0.336134453781513
"13",0.371900826446281
"14",0.362204724409449
"15",0.2
"16",0.354838709677419
"17",0.384615384615385
"18",0.366071428571429
"19",0.361111111111111
"20",0.336134453781513
"21",0.192307692307692
"22",0.360655737704918
"23",0.362204724409449
"24",0.0208333333333333
"25",0.180555555555556
"26",0.08
"27",0.206896551724138
"28",0.216867469879518
"29",0.15
"30",0.330357142857143
"31",0.222222222222222
"32",0.234567901234568
"33",0.23943661971831
"34",0.111111111111111
"35",0.349056603773585
"36",0.210526315789474
"37",0.133333333333333
"38",0.202127659574468
"39",0.109375
"40",0.297619047619048
"41",0.236842105263158
"42",0.162162162162162
"43",0.183098591549296
"44",0.273684210526316
"45",0.185185185185185
"46",0.232876712328767
"47",0.0188679245283019
"48",0.222222222222222
"49",0.160493827160494
"50",0.160493827160494
"51",0.25
"52",0.175438596491228
"53",0.164179104477612
"54",0.385964912280702
"55",0.27710843373494
"56",0.160714285714286
"57",0.0363636363636364
"58",0.3
"59",0.087719298245614
"60",0.158730158730159
"61",0.145161290322581
"62",0.0847457627118644
"63",0.304878048780488
"64",0.189655172413793
"65",0.0701754385964912
"66",0.326315789473684
"67",0.196969696969697
"68",0.0784313725490196
"69",0.0819672131147541
"70",0.252747252747253
"71",0.346938775510204
"72",0.225352112676056
"73",0.0714285714285714
"74",0.0983606557377049
"75",0.142857142857143
"76",0.0576923076923077
"77",0.0961538461538462
"78",0.101694915254237
"79",0.06
"80",0.0701754385964912
"81",0.155172413793103
"82",0.128571428571429
"83",0.166666666666667
"84",0.0634920634920635
"85",0.2
"86",0.2
"87",0.104477611940299
"88",0.235294117647059
"89",0.153846153846154
"90",0.0526315789473684
"91",0.0384615384615385
"92",0.0727272727272727
"93",0.153846153846154
"94",0.0714285714285714
"95",0.185185185185185
"96",0.0793650793650794
"97",0.127272727272727
"98",0.116666666666667
"99",0.0526315789473684
"100",0.087719298245614
"101",0.169014084507042
"102",0.122448979591837
"103",0.0615384615384615
"104",0.184615384615385
"105",0.103448275862069
"106",0.138461538461538
"107",0.0727272727272727
"108",0.228070175438596
"109",0.0847457627118644
"110",0.02
"111",0.271604938271605
"112",0.253521126760563
"113",0.372549019607843
"114",0.147058823529412
"115",0.0333333333333333
"116",0.0338983050847458
"117",0.0714285714285714
"118",0.0666666666666667
"119",0.05
"120",0.12280701754386
"121",0.216867469879518
"122",0.0483870967741935
"123",0.202702702702703
"124",0.140350877192982
"125",0.194029850746269
"126",0.078125
"127",0.324324324324324
"128",0.166666666666667
"129",0.177215189873418
"130",0.120689655172414
"131",0.135593220338983
"132",0.21
"133",0.0740740740740741
"134",0.150943396226415
"135",0.0416666666666667
"136",0.0185185185185185
"137",0.103448275862069
"138",0.06
"139",0.174603174603175
"140",0.163636363636364
"141",0.127272727272727
"142",0.0555555555555556
"143",0.0363636363636364
"144",0.0175438596491228
"145",0.037037037037037
"146",0.0754716981132075
"147",0.04
"148",0.0357142857142857
"149",0.0612244897959184
"150",0.087719298245614
"151",0.0566037735849057
"152",0.103448275862069
"153",0
"154",0.0196078431372549
"155",0.132075471698113
"156",0.0967741935483871
"157",0.037037037037037
"158",0.08
"159",0
"160",0.149253731343284
"161",0.0192307692307692
"162",0.0192307692307692
"163",0.0588235294117647
"164",0.0727272727272727
"165",0.140350877192982
"166",0.0588235294117647
"167",0.137254901960784
"168",0.0363636363636364
"169",0
"170",0.0416666666666667
"171",0.0408163265306122
"172",0.0727272727272727
"173",0.19047619047619
"174",0.0392156862745098
"175",0.0588235294117647
"176",0.0638297872340425
"177",0
"178",0.113207547169811
"179",0.0392156862745098
"180",0.0192307692307692
"181",0.0204081632653061
"182",0.0425531914893617
"183",0.08
"184",0
"185",0.0204081632653061
"186",0.0425531914893617
"187",0
"188",0.0192307692307692
"189",0.0212765957446809
"190",0.0689655172413793
"191",0.0408163265306122
"192",0.0204081632653061
"193",0
"194",0.0350877192982456
"195",0.03
"196",0.0175438596491228
"197",0.0253164556962025
"198",0.0481927710843374
"199",0.03
"200",0.0256410256410256
"201",0.0347826086956522
"202",0.0245901639344262
"203",0.0340909090909091
"204",0.0265486725663717
"205",0.0165289256198347
"206",0.0317460317460317
"207",0.0217391304347826
"208",0.0330578512396694
"209",0.0306122448979592
"210",0.0185185185185185
"211",0.0297029702970297
"212",0.0357142857142857
"213",0.0204081632653061
"214",0.0336134453781513
"215",0.0317460317460317
"216",0
"217",0.024390243902439
"218",0
"219",0.0333333333333333
"220",0
"221",0
"222",0.0392156862745098
"223",0.0227272727272727
"224",0.0178571428571429
"225",0.0227272727272727
"226",0
"227",0.0309278350515464
"228",0.0425531914893617
"229",0.105263157894737
"230",0.0144927536231884
"231",0
"232",0.0476190476190476
"233",0
"234",0.0487804878048781
"235",0.025
"236",0.04
"237",0.06
"238",0.0681818181818182
"239",0
"240",0.0465116279069767
"241",0.02
"242",0.02
"243",0.0769230769230769
"244",0.0434782608695652
"245",0.0294117647058824
"246",0.036036036036036
"247",0.0161290322580645
"248",0.0476190476190476
"249",0
"250",0.0277777777777778
"251",0.117647058823529
"252",0.0714285714285714
"253",0
"254",0
"255",0.0666666666666667
"256",0.04
"257",0.0588235294117647
"258",0.0246913580246914
"259",0.0285714285714286
"260",0.0909090909090909
"261",0
"262",0.0441176470588235
"263",0.0229885057471264
"264",0.0476190476190476
"265",0
"266",0
"267",0
"268",0
"269",0.0769230769230769
"270",0.1
"271",0
"272",0
"273",0.0434782608695652
"274",0.0588235294117647
"275",0.0384615384615385
"276",0.0434782608695652
"277",0.0294117647058824
"278",0.0294117647058824
"279",0.0333333333333333
"280",0.025
"281",0
"282",0
"283",0
"284",0.0666666666666667
"285",0.032258064516129
"286",0.0625
"287",0
"288",0.0416666666666667
"289",0.0555555555555556
"290",0.0434782608695652
"291",0
"292",0.0555555555555556
"293",0
"294",0.0909090909090909
"295",0
"296",0.0303030303030303
"297",0.05
"298",0
"299",0
"300",0.0384615384615385
"301",0
"302",0
"303",0.0169491525423729
"304",0.0222222222222222
"305",0.043010752688172
"306",0.0294117647058824
"307",0
"308",0
"309",0.133333333333333
"310",0
"311",0.0526315789473684
"312",0
"313",0
"314",0
"315",0
"316",0
"317",0.0277777777777778
"318",0
"319",0.0576923076923077
"320",0
"321",0.0638297872340425
"322",0.1
"323",0
"324",0.012987012987013
"325",0.0714285714285714
"326",0
"327",0
"328",0
"329",0.05
"330",0
"331",0.0333333333333333
"332",0.05
"333",0.0555555555555556
"334",0
"335",0.0769230769230769
"336",0
"337",0
"338",0
"339",0.125
"340",0
"341",0
"342",0
"343",0
"344",0.05
"345",0
"346",0
"347",0.133333333333333
"348",0.0416666666666667
"349",0.181818181818182
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",0.0714285714285714
"360",0
"361",0
"362",0
"363",0.142857142857143
"364",0
"365",0.032258064516129
"366",0
"367",0
"368",0
"369",0
"370",0
"371",0
"372",0
"373",0
"374",0
"375",0
"376",0
"377",0
"378",0
"379",0
"380",0.111111111111111
"381",0
"382",0.0555555555555556
"383",0
"384",0
"385",0.032258064516129
"386",0.0350877192982456
"387",0.0404040404040404
"388",0.0175438596491228
"389",0.0125
"390",0.0235294117647059
"391",0.03
"392",0
"393",0.0347826086956522
"394",0.0330578512396694
"395",0.0224719101123595
"396",0.0175438596491228
"397",0.025
"398",0.0317460317460317
"399",0.0444444444444444
"400",0.0330578512396694
"401",0.0306122448979592
"402",0.0280373831775701
"403",0.04
"404",0.0357142857142857
"405",0.0204081632653061
"406",0.0336134453781513
"407",0.0317460317460317
"408",0
"409",0.05
"410",0
"411",0.0333333333333333
"412",0
"413",0
"414",0.029126213592233
"415",0.0227272727272727
"416",0.0363636363636364
"417",0.0465116279069767
"418",0.0384615384615385
"419",0.0101010101010101
"420",0.0652173913043478
"421",0.024390243902439
"422",0.0294117647058824
"423",0
"424",0.0476190476190476
"425",0.02
"426",0.0238095238095238
"427",0.025
"428",0.0263157894736842
"429",0.0192307692307692
"430",0.0681818181818182
