"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.0549718884113737,0.0212765957446809,0,0,0,0,0.0181818181818182,0.0350877192982456,0.0384615384615385,0.0456668396471199,0.0571428571428571,0.2,0.240384615384615,0.355
