"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.247715926587059,0.244897959183673,0.0663399474061678,0.144997662459093,0.175741792929293,0.185760309278351,0.20719684871713,0.279823269513991,0.304736842105263,0.331756489003368,0.346688864224935,0.40949806949807,0.457748538011696,0.54288646143661
