"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.0707302632325156,0.0333333333333333,0.0113636363636364,0.0114942528735632,0.0114942528735632,0.0224719101123595,0.0229885057471264,0.0344827586206897,0.0543478260869565,0.0652173913043478,0.0892883895131087,0.207920792079208,0.304761904761905,0.47296522556391
