"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.0916914838637584,0,0,0,0,0,0,0.0375960866526904,0.125,0.153846153846154,0.2,0.333333333333333,0.389999999999994,0.5
