"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.0396101659737302,0.0333333333333333,0.0181818181818182,0.0245238095238095,0.025,0.0258108108108108,0.0284722222222222,0.0387796610169492,0.0470957613814757,0.0539429124334785,0.0615484710474951,0.0733590733590734,0.0822322322322322,0.0905205205205205
