"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.0840563897922969,0.0588235294117647,0,0,0.018018018018018,0.0256410256410256,0.0416666666666667,0.0769230769230769,0.105263157894737,0.121951219512195,0.142857142857143,0.2,0.262681903783598,0.4
