"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.08617995431122,0.0588235294117647,0,0.00833333333333333,0.0196078431372549,0.027027027027027,0.0434782608695652,0.0810810810810811,0.108108108108108,0.125,0.142857142857143,0.2,0.266666666666667,0.4
