"","Mean","Median","upto10th_percentile","upto20th_percentile","upto25th_percentile","upto30th_percentile","upto40th_percentile","upto60th_percentile","upto70th_percentile","upto75th_percentile","upto80th_percentile","upto90th_percentile","upto95th_percentile","upto99th_percentile"
"1",0.0792603301814289,0.0571428571428571,0,0,0.0103092783505155,0.0238095238095238,0.0425531914893617,0.0769230769230769,0.1,0.114285714285714,0.133333333333333,0.191489361702128,0.25,0.375
